id,screen_name,name,created_at,full_text,hour,text_length,contains_engie,day,tweets_par_jour,tweets_par_semaine,tweets_par_mois,mentions_engie_par_jour,tweets_critique_par_jour,cleaned_tweet
"1,76832E+18",Pierre_Fiol,Pierre Fiol,2024-03-14 16:50:24+00:00,"dites ENGIEpartFR, il y a des gens à vos couleurs gilet, badge qui font du porte à porte rentrededans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le département de l'essonne 12",16,273,True,2024-03-14,2,0,0,2,0,dites ENGIEpartFR il y a des gens a vos couleurs gilet badge qui font du porte a porte rentrededans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le département de personne 12
"1,76861E+18",LaureBBW,Triomphe de Neptune 🧞‍♀️,2024-03-15 11:53:40+00:00,ENGIEpartFR cest normal que je comprend rien à ma consommation ?nEntre abonnement et conso cest quoi la différence ?,11,118,True,2024-03-15,2,0,0,2,0,ENGIEpartFR est normal que je comprend rien a ma consommation entre abonnement et cons est quoi la différence
"1,76867E+18",Mimoz0,Mimoso,2024-03-15 15:48:15+00:00,"Tu sais quoi ENGIEpartFR on va faire un truc. Offre moi la corde ça ira plus vite. Vive les anxiolytiques. Tu m'expliques comment j ai utilisé33 d élec mais que j ai quasi 300 de plus à payer ? Un jour je n'aurais plus la force, vraiment.",15,242,True,2024-03-15,2,0,0,2,0,Tu sais quoi ENGIEpartFR on va faire un truc Offre moi la corde la ira plus vite Vive les anxiolytiques Tu expliques comment je ai utiliser de le mais que je ai quasi 300 de plus a payer Un jour je aurais plus la force vraiment
"1,76969E+18",snoop_ahahah,snoop,2024-03-18 11:38:28+00:00,"ENGIEpartFR ma voisine a reçu un appel téléphonique d'un homme du 0377182277 qui lui notifie son adresse et le fait qu'elle soit propriétaire mais lui répondant qu'elle n'est que locataire il lui raccroche au nez, c'est votre façon de faire ou bien ?",11,256,True,2024-03-18,2,0,0,2,0,ENGIEpartFR ma voisine a reçu un appel téléphonique un homme du 0377182277 qui lui notifie son adresse et le fait quelle soit propriétaire mais lui répondant quelle est que locataire il lui raccroche au nez est votre façon de faire ou bien
"1,7698E+18",vince_b29,Vincent Beck,2024-03-18 19:11:43+00:00,ENGIEpartFR Ça ne vous dérange pas de me placer 43 d'augmentation sur le kWh en deux mois? Deux appels avec vos conseillers bien éduqués pour répondre de manière évasive. nélectriciténconsommateurnénergienengienarnaquenUFCquechoisir,19,242,True,2024-03-18,2,0,0,2,0,ENGIEpartFR la ne vous dérange pas de me placer 43 augmentation sur le oh en deux mois Deux appels avec vos conseillers bien éduques pour répondre de manière évasive nelectricitenconsommateurnenergienengienarnaquenUFCquechoisir
"1,77003E+18",elgang1010,loic,2024-03-19 10:01:56+00:00,"ENGIEpartFR moins 13 de consommation et facture plus que doublé, du vol pour et simple !!!",10,91,True,2024-03-19,3,0,0,3,0,ENGIEpartFR moins 13 de consommation et facture plus que double du vol pour et simple
"1,77006E+18",Christo09033176,Christophe Delattre,2024-03-19 12:23:47+00:00,ENGIEpartFR sont des voleurs et ils trafiquent les données. Je vous déconseille ce fournisseur.nExemple mon suivi en octobre m'indique une économie de 90 et hop engie passe par là plus riennNous avons un système en temps réel maintenant et bizarrement rien n'ai cohérent!,12,278,True,2024-03-19,3,0,0,3,0,ENGIEpartFR sont des voleurs et ils trafiquent les données Je vous déconseille ce fournisseurnExemple mon suivi en octobre indique une économie de 90 et top envie passe par la plus riennNous avons un système en temps réel maintenant et bizarrement rien ai cohérent
"1,77011E+18",DaMrTom,Thomas 💀⚔️ Matador ⚔️💀,2024-03-19 15:13:27+00:00,Lapplication ENGIEpartFR est toujours à la ramasse. Quand est ce quon passe à la vitesse supérieure dites nous vite ?,15,120,True,2024-03-19,3,0,0,3,0,application ENGIEpartFR est toujours a la ramasse Quand est ce quoi passe a la vitesse supérieure dites nous vite
"1,77037E+18",saintjammes,SaintJammes,2024-03-20 08:44:05+00:00,"ENGIEpartFR dites , j'agis avec engie, vous voulez pass réparer ma clim, ça fait des mois que j'attends et que je rappelle sans résultat..... Bravo l'action...",8,162,True,2024-03-20,1,0,0,1,0,ENGIEpartFR dites agis avec envie vous voulez pas réparer ma clin la fait des mois que attends et que je rappelle sans résultat Bravo action
"1,77077E+18",JHurtrez,Jean-Paul Hurtrez,2024-03-21 10:54:14+00:00,ENGIEpartFR a quand le retour de l'espace client sur votre site ?,10,65,True,2024-03-21,2,0,0,2,0,ENGIEpartFR a quand le retour de espace client sur votre site
"1,77081E+18",jemennuiebcpp,Boo,2024-03-21 13:54:01+00:00,Cest moi ou le prix de lélectricité a augmenté en mars ? Je paie autant que lorsquon mon chauffage était allumé alors que je lai éteint il y a 4 jours ..? ENGIEpartFR,13,172,True,2024-03-21,2,0,0,2,0,est moi ou le prix de lelectricite a augmente en mars Je paie autant que lorsque mon chauffage était allume alors que je la éteint il y a 4 jours ENGIEpartFR
"1,77107E+18",zewala3,̷L̷'̷A̷n̷g̷e̷_ ̷i̷n̷d̷o̷m̷p̷t̷a̷b̷l̷e̷,2024-03-22 07:15:35+00:00,"ENGIEpartFR maisontravaux Comment se faitil quegazinière a une odeur jamais observée les années auparavant ? J'aimerai explication ?nidem chauffagequalité diluée et,compteur tourne pareil ? 60millions UFCquechoisirnLes jeunes de de 30a ne peuvent savoir, avant EDFGDF tenait sur la même facture...",7,303,True,2024-03-22,2,0,0,3,0,ENGIEpartFR maisontravaux Comment se fait quegaziniere a une odeur jamais observer les années auparavant aimerai explication idem chauffagequalite diluer compteur tourne pareil millions UFCquechoisirnLes jeunes de de la ne peuvent savoir avant EDFGDF tenait sur la même facture
"1,77119E+18",THOMASS76089750,- Pepito -,2024-03-22 14:43:26+00:00,Bonjour.nC'est vous ENGIEpartFR ou ENGIEpartSAV au bout de ce numéro ?? Ou est ce une arnaque qui tente de se faire passer pour vous ??nnMerci pour votre retour rapide.,14,169,True,2024-03-22,2,0,0,3,0,BonjournCest vous ENGIEpartFR ou ENGIEpartSAV au bout de ce numéro Ou est ce une arnaque qui tente de se faire passer pour vous merci pour votre retour rapide
"1,7715E+18",THOMASS76089750,- Pepito -,2024-03-23 11:26:06+00:00,"ENGIEpartSAV Bonjour,nCe n'était pas le sens de ma question.nnReconnaissez vous dans ce sms, vos methodes ? Votre numero de téléphone ? Dois je faire confiance a ce sms ??nnSur certains sites, le numéro de téléphone est associé a des arnaques démarchage... D'ou ma question...",11,284,True,2024-03-23,2,0,0,2,0,ENGIEpartSAV BonjournCe jetait pas le sens de ma questionnnReconnaissez vous dans ce ses vos méthodes Votre numéro de téléphone Dois je faire confiance a ce ses sur certains sites le numéro de téléphone est associe a des arnaques démarchage du ma question
"1,77165E+18",AznarPierre2,mr wick 🐕 (pierre),2024-03-23 21:32:53+00:00,"Et bien sûr en ce moment, je n'ai d'aide de personne ya pas un chèque énergie ENGIEpartFR , je me fait allumer tout les mois à payer 100 balles ,c'est plus possible c'est trop cher ...",21,188,True,2024-03-23,2,0,0,2,0,Et bien sur en ce moment je ai aide de personne la pas un chaque énergie ENGIEpartFR je me fait allumer tout les mois a payer 100 balles est plus possible est trop cher
"1,77218E+18",AznarPierre2,mr wick 🐕 (pierre),2024-03-25 08:27:04+00:00,"Comment payé sa la , alors que mon frigo est vide ENGIEpartFR ? Le prix augmente tout le temps, moi je n'y arrive pas",8,118,True,2024-03-25,3,0,0,3,0,Comment paye sa la alors que mon frigo est vide ENGIEpartFR Le prix augmente tout le temps moi je ne arrive pas
"1,77224E+18",SoLaPuissance,So2,2024-03-25 12:17:29+00:00,ENGIEpartFR qui vous communique des plages horaires d'heures creuses lors de la souscription du contrat élec et quelques mois plus tard se rendre compte qu'elles ne sont pas prises en compte. Réécoutez l'appel et vous verrez bien que vous êtes des escrocs !,12,261,True,2024-03-25,3,0,0,3,0,ENGIEpartFR qui vous communique des plages horaires heures creuses lors de la souscription du contrat le et quelques mois plus tard se rendre compte quelles ne sont pas prises en compte redoutez appel et vous verrez bien que vous êtes des escrocs
"1,77224E+18",leamths5,Léa Mathis,2024-03-25 12:46:08+00:00,ENGIEgroup pire fournisseur délectricité ! 4 mois de démarches et ils annulent un contrat alors que je demande juste une mensualisation. nJe me retrouve sans contrat depuis 2 mois et sans justificatif de domicile ni rien nOn vous recontacte dans deux semaines,12,262,True,2024-03-25,3,0,0,3,0,ENGIEgroup pire fournisseur delectricite 4 mois de démarches et ils annulent un contrat alors que je demande juste une mensualisation je me retrouve sans contrat depuis 2 mois et sans justificatif de domicile ni rien nOn vous contacte dans deux semaines
"1,77263E+18",LitaCabbit,Lita🌺,2024-03-26 14:05:50+00:00,"ENGIEpartFR lacsf Vous n'en avez pas marre de mettre le couteau sous la gorge de vos clients ? Sans parler du service client qui essaie soit de nous faire culpabiliser ou nous arnaquer. On a jamais eu droit au bouclier énergie, vous êtes une source d'anxiété immense dans mon foyer. JE ME TIRE.",14,298,True,2024-03-26,2,0,0,2,0,ENGIEpartFR lacs Vous ne avez pas marre de mettre le couteau sous la gorge de vos clients Sans parler du service client qui essaie soit de nous faire culpabiliser ou nous arnaquer On a jamais eu droit au bouclier énergie vous êtes une source danxiete immense dans mon foyer JE ME TIRE
"1,77263E+18",LitaCabbit,Lita🌺,2024-03-26 14:10:27+00:00,"ENGIEpartFR lacsf awi, et vous ne vous gênez pas pour nous enterrer un peu en me balançant un mail pour m'annoncer que vous ajoutez 213 euros à nos mensualités bah en fait c'est non bye",14,189,True,2024-03-26,2,0,0,2,0,ENGIEpartFR lacs ai et vous ne vous venez pas pour nous enterrer un peu en me balancent un mais pour annoncer que vous ajoutez 213 euros a nos mensualités ah en fait est non bée
"1,77289E+18",cehtolonen,Charlotte Tolonen,2024-03-27 07:18:17+00:00,In a stalemate since 12 dec with ENGIEpartFR and GRDF smart gas meter is miscalibrated amp they require ME to fix it? 12 hours in customer service calls and we are still not fixed. Keep saying they will fait le necessaire but then cancel each other's service calls HELP!,7,270,True,2024-03-27,4,0,0,4,0,un a stalemate singe 12 de dit ENGIEpartFR and gros sait pas jeter il miscalibrated ami te requise ME tu fin et 12 jours un costumer service cales and de are style ont fixer cep sang te il fait le nécessaire but tien cancer mach éthers service cales cela
"1,7729E+18",WD_And_Co,WD And Co,2024-03-27 08:18:55+00:00,"ENGIEpartFR Êtes vous sûr de vos données ?nSi je reçois une facture plus élevée, il me faudra des explications.",8,117,True,2024-03-27,4,0,0,4,0,ENGIEpartFR êtes vous sur de vos données si je reçois une facture plus lever il me faudra des explications
"1,77301E+18",Randzahroc,Thérésa 🏳️‍⚧️🐿️,2024-03-27 15:17:34+00:00,ENGIEpartFR J'ai regardé en détail et c'est la facture d'instalation. Mais ça fait peur Ça va pas de dire qu'il y a eu un échange alors que non ?,15,150,True,2024-03-27,4,0,0,4,0,ENGIEpartFR ai regarde en détail et est la facture installation Mais la fait peur la va pas de dire qui y a eu un change alors que non
"1,77302E+18",theoalrd,Théo Alrd,2024-03-27 16:23:38+00:00,"ENGIEpartFR GRDF nnALERTE NE PAS CHOISIR CETTE ENTREPRISE POUR LE CHANGEMENT DE GAZ OBLIGATOIRE!nNous sommes privés deau chaude et de chauffage depuis ce vendredi 2303 à 16h , il fait 16 chez moi.nGRDF mandate cette entreprise pour effectuer les réglages nécessaire",16,269,True,2024-03-27,4,0,0,4,0,ENGIEpartFR gros alerte NE PAS CHOISIR CETTE ENTREPRISE POUR LE CHANGEMENT DE GAZ OBLIGATOIREnNous sommes prives beau chaude et de chauffage depuis ce vendredi 2303 a oh il fait 16 chez moinGRDF mandate cette entreprise pour effectuer les réglages nécessaire
"1,77325E+18",Brutus8039277,Brutus,2024-03-28 07:05:45+00:00,ENGIEpartFR qui coupe mon contrat délectricité et de gaz 2 semaine trop tôt! Quelle honte !!! Je le retrouve avec un bb sans gaz et sans électricité ! Mon frigo plein qui va finir à la poubelle! Je fonce déposer une plainte immédiate,7,241,True,2024-03-28,1,0,0,1,0,ENGIEpartFR qui coupe mon contrat delectricite et de gaz 2 semaine trop tout Quelle honte Je le retrouve avec un bu sans gaz et sans électricité Mon frigo plein qui va finir a la poubelle Je fonce déposer une plainte immédiate
"1,77411E+18",ValentinBonnel,val,2024-03-30 16:11:17+00:00,"ENGIEpartFR bonjour, je souhaiterai voir pour basculer lélectricité chez vous, vous pouvez vous me donner une estimation mensuelle svp?",16,137,True,2024-03-30,1,0,0,1,0,ENGIEpartFR bonjour je souhaiterai voir pour basculer lelectricite chez vous vous pouvez vous me donner une estimation mensuelle sur
"1,77489E+18",hyunsaeng,HyunSaeng,2024-04-01 20:03:00+00:00,"Bon ENGIEpartFR vous m'avez augmenté à 75 de facture sur quelle base d'estimation ? Le mois de janvier était celui où j'ai le plus consommé 60 abonnement compris... Donc faut expliquer où comment vous faites vos estimations, je serais heureuse de le savoir...",20,265,True,2024-04-01,1,0,0,1,0,Bon ENGIEpartFR vous avez augmente a 75 de facture sur quelle base destination Le mois de janvier était celui ou ai le plus consomme 60 abonnement compris Donc faut expliquer ou comment vous faites vos estimations je serais heureuse de le savoir
"1,77513E+18",mllehelenew,H W,2024-04-02 11:36:57+00:00,ENGIEpartSAV en revanche je peux planifier un rdv pour le 17 avril si je crée un nouveau contrat ! Une honte !!!!,11,114,True,2024-04-02,4,0,0,4,0,ENGIEpartSAV en revanche je peux planifier un de pour le 17 avril si je crée un nouveau contrat Une honte
"1,77518E+18",Synea41,Synea41,2024-04-02 15:20:26+00:00,C'est beau ENGIEpartFR de faire appel aux étrangers pour gérer les appels. Mais on fait quoi quand ils sont incapables de comprendre la demande et nous renvoient même pas vers quelqu'un qui comprend mieux et raccrochent ?,15,224,True,2024-04-02,4,0,0,4,0,est beau ENGIEpartFR de faire appel aux étrangers pour gérer les appels Mais on fait quoi quand ils sont incapables de comprendre la demande et nous renvoient même pas vers quelqu'un qui comprend mieux et raccrochent
"1,77521E+18",incarnare,incarnare,2024-04-02 17:07:38+00:00,Le daron a souscrit un contrat d'entretien PAC chez ENGIEpartSAV. Dans ce thread je vous partage ses galères..n,17,112,True,2024-04-02,4,0,0,4,0,Le baron a souscrit un contrat entretien pas chez ENGIEpartSAV Dans ce thread je vous partage ses galeries
"1,77521E+18",incarnare,incarnare,2024-04-02 17:07:41+00:00,"Du coup, deux jours après la visite de routine du technicien, le daron est à l'eau froide et gère la régulation thermique de sa maison au disjoncteur. Merci ENGIEpartSAV",17,173,True,2024-04-02,4,0,0,4,0,Du coup deux jours après la visite de routine du technicien le baron est a beau froide et genre la régulation thermique de sa maison au disjoncteur Merci ENGIEpartSAV
"1,77547E+18",cehtolonen,Charlotte Tolonen,2024-04-03 10:37:05+00:00,"geoffjentry ENGIEpartSAV Still no power, my 6 year old has now fallen sick, and today ENGIEpartSAV tells me no, GRDF says no problem with my smart meter so they won't do anything for me until I pay 3000 euro more. They will not confirm the meter seems their system will not let them see my photos.",10,297,True,2024-04-03,5,0,0,6,0,geoffjentry ENGIEpartSAV style no poser me 6 par le pas non aller stick and total ENGIEpartSAV telle me no gros sais no problème dit me sait jeter se te sont do anything for me gentil a pas 3000 euro mère te il ont confirmé te jeter stems tuer système il ont let thym se me photos
"1,77553E+18",nathan25870,Nathan Mechet,2024-04-03 14:13:34+00:00,"ENGIEpartFR nVous trouvez ça normal davoir 2000 de régularisation de octobre 2023 à mars 2024 en ayant 60m2 et ne chauffant que le strict minimum. Des voleurs pareil JAMAIS VU !!! Personnel au téléphone incompétente, on mange des cailloux le mois prochain ??",14,264,True,2024-04-03,5,0,0,6,0,ENGIEpartFR vous trouvez la normal avoir 2000 de régularisation de octobre 2023 a mars 2024 en ayant 60m2 et ne chauffant que le strict minimum Des voleurs pareil JAMAIS VU Personnel au téléphone incompétente on mange des cailloux le mois prochain
"1,77555E+18",Xliyne44,Caroline,2024-04-03 15:43:04+00:00,ENGIEpartFR 17h40 j'attends depuis 13h le gars qui dois venir faire l'entretien de la chaudière....,15,100,True,2024-04-03,5,0,0,6,0,ENGIEpartFR 17h40 attends depuis oh le gars qui dois venir faire entretien de la chaudière
"1,77556E+18",BIO_MOOD,Co Mood,2024-04-03 16:28:21+00:00,ENGIEpartFR vous êtes vous fait pirater vos données ou bien vendez vous nos Datas ? nJe reçois plein de sms de numéros non commerciaux et la façon dont ils minterpellent noms accolés de la colloc il ny a que chez vous que je suis enregistrée ainsi. Cest juste intolérable,16,279,True,2024-04-03,5,0,0,6,0,ENGIEpartFR vous êtes vous fait pirater vos données ou bien vendez vous nos dates je reçois plein de ses de numéros non commerciaux et la façon dont ils interpellent noms accoles de la colle il ne a que chez vous que je suis enregistrer ainsi est juste intolérable
"1,77558E+18",MrOrkyd,MrOrkyd,2024-04-03 17:57:36+00:00,"Bravo ENGIEpartFR, vous êtes tellement des escrocs. . Entre juin 2023 et aujourd'hui, je vous ai appelé 17 fois. 17 fois on m'a promis de me rapeller pour régler ma situation. Ça n'est jms arrivé. Aucun respect pour vos clients. engie escroquerie mensonge",17,260,True,2024-04-03,5,0,0,6,0,Bravo ENGIEpartFR vous êtes tellement des escrocs Entre juin 2023 et aujourd'hui je vous ai appelé 17 fois 17 fois on ma promis de me rappelle pour régler ma situation la est jus arrive Aucun respect pour vos clients envie escroquerie mensonge
"1,77576E+18",Shiroholo,Shiro,2024-04-04 05:30:52+00:00,"ENGIEpartFR donc envie définitivement classer dans la catégorie voleur? Une telle facture pour ma mère en invalidité , donc même pas sûr de pouvoir la payer. Pour un kilowattheure à 0,40!!!nJamais avertis via le site site qui parle de 0,21 merci au service client pareil!",5,278,True,2024-04-04,2,0,0,2,0,ENGIEpartFR donc envie définitivement classer dans la catégorie voleur Une telle facture pour ma mère en invalidité donc même pas sur de pouvoir la payer Pour un kilowattheure a 040nJamais avertis via le site site qui parle de 021 merci au service client pareil
"1,77582E+18",blavier86,Portalet,2024-04-04 09:18:26+00:00,"ENGIEpartFR A fuir bande dincompétents. J'étais mensualisé et Engie a arrêté sans raison la mensualisation à la fin j' ai eu une grosse facture à payer. pour compenser Engie m' a promis un geste commercial baisse de 25,00 que je n' ai jamais reçu",9,254,True,2024-04-04,2,0,0,2,0,ENGIEpartFR A fuir bande incompétents Jetais mensualise et envie a arrête sans raison la mensualisation a la fin je ai eu une grosse facture a payer pour compenser envie a a promis un geste commercial baisse de 2500 que je un ai jamais reçu
"1,77616E+18",christophejacro,christophe jacrot,2024-04-05 08:11:41+00:00,"cathmacgregor ENGIEChile ENGIEgroup SANS UN APPEL d'UN RESPONSABLE, je CONSIDERE ENGIE COMME UNE BOITE MAFIEUSE !! j'insiste MAFIEUSE !! je répète MAFIEUSE déjà condamnée ...",8,179,True,2024-04-05,1,0,0,2,0,cathmacgregor ENGIEChile ENGIEgroup SANS UN APPEL un RESPONSABLE je considère envie COMME UNE BOITE marieuse insiste marieuse je repente marieuse de condamner
"1,77653E+18",CoBouillot,Coralie Bouillot,2024-04-06 08:46:03+00:00,"Facture exorbitante d'électricité de ma fille étudiante. J'appelle ENGIEpartFR pour essayer de comprendre. Zéro détail, zéro explication à part un cours théorique sur le KwH. Je demande un détail conso, on me dit que ça coûte 2 par mois...",8,250,True,2024-04-06,1,0,0,1,0,Facture exorbitante delectricite de ma fille étudiante rappelle ENGIEpartFR pour essayer de comprendre zéro détail zéro explication a part un cours théorique sur le oh Je demande un détail cons on me dit que la toute 2 par mois
"1,77704E+18",SylaannK,Sylaann,2024-04-07 18:27:38+00:00,Bonjour ENGIEpartFR pouvez vous m'expliquer s'il vous plait à quoi correspondent les gros pics de consommation d'electricité que j'ai en journée vers 18h00 et 21h00?nJ'ai juste un frigo qui consomme en continue et un ordinateur qui fait de meme sauf la nuit,18,260,True,2024-04-07,1,0,0,1,0,Bonjour ENGIEpartFR pouvez vous expliquer il vous plaît a quoi correspondent les gros pics de consommation delectricite que ai en journée vers 18h00 et 21h00nJai juste un frigo qui consomme en continue et un ordinateur qui fait de même sauf la nuit
"1,77728E+18",VikingMaure,Épileptique-Gamer,2024-04-08 10:24:52+00:00,"C'est qui ce 33662563637 qui prétend être mon fournisseur d'énergie mais ignore où j'habite ? Et qui en plus me parle d'aide aux panneaux photovoltaïques alors que ENGIEpartFR sait que j'habite en HLM ? Bref, N bloqué mais Bloctel pourrait m'éviter d'avoir a le faire",10,274,True,2024-04-08,3,0,0,3,1,est qui ce 33662563637 qui prétend entre mon fournisseur énergie mais ignore ou habite Et qui en plus me parle aide aux panneaux photovoltaiques alors que ENGIEpartFR sait que habite en hl Bref un bloque mais Bloctel pourrait éviter avoir a le faire
"1,77735E+18",Melhildor,Vinz Robert,2024-04-08 14:47:55+00:00,"Le prix au kWh a été multiplié par 2 et même par un peu plus que 2 pour les heures creuses. ENGIEpartFR vous êtes des voleurs, mais comme nous avons également un gouvernement de voleurs, c'est logique qu'il vous laisse faire.",14,231,True,2024-04-08,3,0,0,3,1,Le prix au oh a et multiplie par 2 et même par un peu plus que 2 pour les heures creuses ENGIEpartFR vous êtes des voleurs mais comme nous avons également un gouvernement de voleurs est logique qui vous laisse faire
"1,77736E+18",arnaudPapin1312,Arnaud Papin,2024-04-08 15:39:46+00:00,"ENGIEpartFR nnBonjour , le 01022024 ,nous avons eu la désagréable surprise de voir le prix du kwh d électricité de mon contrat passer de 0,20e ttc à 0,37euros soit presque 100 d augmentation et cela sans nous alerter ni par téléphone et par mail.",15,253,True,2024-04-08,3,0,0,3,1,ENGIEpartFR bonjour le 01022024 nous avons eu la désagréable surprise de voir le prix du oh de électricité de mon contrat passer de 020e toc a 037euros soit presque 100 de augmentation et cela sans nous alerter ni par téléphone et par mais
"1,77764E+18",OgMedved,Medved,2024-04-09 10:17:25+00:00,"Salut ENGIEpartFR , jentame mon 12eme jour sans électricité, jsuis Jiri Prochazka moi ?",10,89,True,2024-04-09,2,0,0,3,0,Salut ENGIEpartFR entame mon 12eme jour sans électricité suis dire Prochazka moi
"1,77774E+18",osauvan,Olivier,2024-04-09 16:51:09+00:00,"ENGIEpartFR ENGIEgroup , est ce normal de poireauter 2 x 25 minutes sur le 0969321953 3 minutes annoncées tout ça pour modifier un nom sur un contrat. Ah oui nous avons été sur notre espace personne. Service clients aux abonnés absents.",16,241,True,2024-04-09,2,0,0,3,0,ENGIEpartFR ENGIEgroup est ce normal de poireauter 2 x 25 minutes sur le 0969321953 3 minutes annonces tout la pour modifier un nom sur un contrat Ah oui nous avons et sur notre espace personne Service clients aux abonnes absents
"1,77804E+18",Crypto_Daron,Daron ₿ ⚡🇨🇵,2024-04-10 12:43:53+00:00,ENGIEpartFR merci de dire à vos démarcheurs sur Le Mans d'arrêter de se faire passer pour des agents d'entretien du réseau électrique.nJe ne suis pas chez vous pour l'électricité et je ne compte à souscrire à vos pseudos offres bouclier tarifaire.nLa malhonnêteté est dingue.,12,286,True,2024-04-10,1,0,0,1,0,ENGIEpartFR merci de dire a vos démarcheurs sur Le dans jarreter de se faire passer pour des agents entretien du réseau electriquenJe ne suis pas chez vous pour lelectricite et je ne compte a souscrire a vos pseudo- offres bouclier tarifairenLa malhonnêteté est dingue
"1,77844E+18",pharaon_alain,alain🔺🔺🔺👁🌍✨,2024-04-11 15:25:01+00:00,"Merci ENGIEpartFR sa devient du luxe.faire à mangé,laver eau prépare les bougies",15,83,True,2024-04-11,2,0,0,2,0,Merci ENGIEpartFR sa devient du luxefaire a mangelaver eau prépare les bougies
"1,77845E+18",DragonZord_777,DragonZord-DragoonZordon,2024-04-11 16:05:44+00:00,Super quand tu reçois une facture de régularisation de 850 euros de la part de ENGIEpartFR avec des mensualisations qui montent de 130 euros à 275 euros par mois ... Tu m'étonne que des gens se retrouvent SDF du jour au lendemain zoesagan Et le Bouclier Tarifaire dans tout ça ?,16,283,True,2024-04-11,2,0,0,2,0,Super quand tu reçois une facture de régularisation de 850 euros de la part de ENGIEpartFR avec des mensualisation qui montent de 130 euros a 275 euros par mois Tu tonne que des gens se retrouvent de du jour au lendemain zoesagan Et le Bouclier Tarifaire dans tout la
"1,77876E+18",OmnesK,Kévin Comte | StreamRunners (Omnes),2024-04-12 12:27:30+00:00,"ENGIEpartFR ils sont forts quand même, ils ont souscrit d'euxmêmes un contrat à mon nom alors que je suis chez EDFofficiel et là ils me mettent en recouvrement alors que j'ai jamais été client chez eux.nnEt la meuf au téléphone a le culot de me dire ça va 100 c'est rien",12,279,True,2024-04-12,1,0,0,1,0,ENGIEpartFR ils sont forts quand même ils ont souscrit deuxièmes un contrat a mon nom alors que je suis chez EDFofficiel et la ils me mettent en recouvrement alors que ai jamais et client chez euxnnEt la neuf au téléphone a le culot de me dire la va 100 est rien
"1,77981E+18",nestor_RamJim_,@Palmira,2024-04-15 09:58:00+00:00,ENGIEpartFR bonjour comment faire étant client et obligé de partir à l'étranger S. V. P. Clouturer le service Merci,9,119,True,2024-04-15,2,0,0,2,0,ENGIEpartFR bonjour comment faire tant client et oblige de partir a étranger a a a couture le service Merci
"1,77999E+18",filledesiiles,🌟,2024-04-15 21:31:07+00:00,Janvier 286 kwh 66nMars 246 kwh 69 nnENGIEpartFR ?????,21,54,True,2024-04-15,2,0,0,2,0,Janvier 286 oh 66nMars 246 oh 69 nnENGIEpartFR
"1,78012E+18",blavier86,Portalet,2024-04-16 06:23:14+00:00,ENGIEpartFR nFuyez société d'incompétents. Suite à une erreur de facturation Engie m' avait promis de faire un geste commercial et il ne l' a jamais tenu Un conseilnallez chez Vattenfal qui 5 moins cher et le service client est plus compétent Vérifiez avec Hello Watt,6,273,True,2024-04-16,3,0,0,3,0,ENGIEpartFR fuyez société incompétents Suite a une erreur de facturation envie a avait promis de faire un geste commercial et il ne l a jamais tenu Un conseilnallez chez Vattenfal qui 5 moins cher et le service client est plus comptent vérifiez avec elle Watt
"1,78015E+18",axel_nader,Axel Nader,2024-04-16 08:31:03+00:00,ENGIEpartFR Comment un contrat de particulier peut être résilié sans le consentement ni aucune faute de sa part? nErreur Énergie LenteurCognitive,8,149,True,2024-04-16,3,0,0,3,0,ENGIEpartFR Comment un contrat de particulier peut entre résilie sans le consentement ni aucune faute de sa part erreur énergie LenteurCognitive
"1,78024E+18",DeyrisJeff,Jeff $ALPH,2024-04-16 14:30:48+00:00,"vinceb29 ENGIEpartFR UFCquechoisir Bonjour,nJe suis dans la même merde, 2 mois que je paye une augmentation avec un prix qui passe de 0.20 à 0.38 sans avertissement. Avez vous trouvez un recours ou juste résilier ?nMerci à vous",14,231,True,2024-04-16,3,0,0,3,0,vinceb29 ENGIEpartFR UFCquechoisir BonjournJe suis dans la même perde 2 mois que je paye une augmentation avec un prix qui passe de 020 a 038 sans avertissement Avez vous trouvez un recours ou juste résilier merci a vous
"1,7805E+18",blavier86,Portalet,2024-04-17 07:26:46+00:00,ENGIEpartFR Fuyez Engie nul à chiernJ'ai une très petite retraite j'avais demandé la mensualisation tout allez bien quand Engie a subitement arrêté la mensualisation. Au bout d'un an j' ai eu une énorme facture à payer d' un coup.nSociété d' incompétents,7,264,True,2024-04-17,3,0,0,4,0,ENGIEpartFR Fuyez envie nul a chiernJai une très petite retraite jamais demande la mensualisation tout allez bien quand envie a subitement arrête la mensualisation Au bout un an je ai eu une énorme facture a payer de un coupnSociete de incompétents
"1,78063E+18",Wifie_wills,William's,2024-04-17 16:05:41+00:00,Ah ouais .. le service client ENGIEpartFR cest quelques choses de dingue ! nnUn service à la hauteur de leur connerie pfff,16,123,True,2024-04-17,3,0,0,4,0,Ah jouais le service client ENGIEpartFR est quelques choses de dingue un service a la hauteur de leur connerie pouf
