id,screen_name,name,created_at,full_text,hour,text_length,contains_engie,day,week,month,mentions_engie,tweet_critique,sentiment,sentiment_class,urgence_status,degree_of_discomfort,categorie_plaintes
"1,76344E+18",MCarolineL,Mlle Halloween 🎃,2024-03-01 05:28:04,"ENGIEpartFR Salut Engie ! Comment ça va vous ? Bien bien ? Parce qu'en fait vous nous avez supprimé notre contrat gaz sans nous avertir, on a du se barrer en vitesse chez un autre fournisseur et maintenant vous nous réclamez des frais d'abo et de souscription ?",5,264,True,2024-03-01,2024-02-26/2024-03-03,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Pannes & Urgences
"1,76353E+18",Toto7957,Toto7795,2024-03-01 11:43:45,engiepartFR n engiepartSAVndgccfrn60millionsnENGIE l incompetence a un nom !! nPersonne dassez compétent pour prendre en charge et assurer un suivi nDe leur numéro cristal à leur SAV sur XnPar contre pour les prélèvements ils sont tous au rendezvous !,11,256,True,2024-03-01,2024-02-26/2024-03-03,2024-03,0,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76353E+18",Toto7957,Toto7795,2024-03-01 11:49:26,"engiepartFR n engiepartSAVndgccfrn60millionsnENGIE l incompetence a un nom !!nHarcelement, incompetence de votre part à lencontre dune personne de 75 ans depuis le 8 août 2023 alors que les dysfonctionnements ne sont que de votre part",11,236,True,2024-03-01,2024-02-26/2024-03-03,2024-03,0,False,NEGATIVE,Négatif,Pas Urgence,0,Problèmes avec l’application
"1,76353E+18",Toto7957,Toto7795,2024-03-01 11:53:01,"avanakama ENGIEpartFR engiepartFR n engiepartSAVndgccfrn60millionsnENGIE l incompetence a un nom !! nFranchement, on a les mêmes soucis que vous, et on est pas les seuls, aux dires de beaucoup de gens qui nous entourent nCest une honte",11,236,True,2024-03-01,2024-02-26/2024-03-03,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76354E+18",_Kika___,Kika 🐨,2024-03-01 12:31:49,grdf ENGIEpartFR since 2017 je vous répète que je n'ai pas de gaz. Je n'ai même aucun contrat gaz chez vous ni ailleurs. Vous allez comprendre a quelle heure ?? C'est du harcèlement mail et physique. je vais vous denoncer à GDarmanin,12,238,True,2024-03-01,2024-02-26/2024-03-03,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Pannes & Urgences
"1,76436E+18",hohotweet,sam,2024-03-03 18:40:57,"BrunoLeMaire 158 euros pour 1 T3 ??? J'ai envie d'insulter toutes ta famille sur plusieurs générations !!! Toi et toutes ta clique de Renaissance et EmmanuelMacron vous me dégoûté ..... ENGIEpartFR je vait vite me barré , bande de voleurs",18,244,True,2024-03-03,2024-02-26/2024-03-03,2024-03,1,False,NEGATIVE,Négatif,Urgence,40,Autre
"1,76458E+18",LilKermzy,Kermit,2024-03-04 09:09:00,ENGIEpartFR 3 Fois que je répète toutes mes informations pour faire UNE FICHE CLIENT et c'est si compliqué que ca ? nLORDINATEUR NE MARCHE PAS ?????? C'est quoi ??? Une entreprise des années 40 ?????,9,203,True,2024-03-04,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76459E+18",SamVenere2022,Sam Venère,2024-03-04 09:42:43,ENGIEpartFR vous répondez quand au téléphone ? plus de 20 m que j attends en ligne,9,85,True,2024-03-04,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76469E+18",CedricFt92,Cédric Ft,2024-03-04 16:33:29,"ENGIEpartFR pourquoi sur mon espace client, mon ancienne adresse de domicile est toujours mentionnée comme lieu de consommation, malgré avoir fait la procédure de changement d'adresse sur l'application ? Combien de temps ça prend pour faire le changement ?",16,260,True,2024-03-04,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Problèmes avec l’application
"1,76497E+18",LeArtavus,Artavus,2024-03-05 10:43:55,ENGIEgroup ENGIEpartFR vous pouvez me rappeler le prix du Kwh ?nJ'ai dû louper un truc,10,87,True,2024-03-05,2024-03-04/2024-03-10,2024-03,2,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,76513E+18",hyunsaeng,HyunSaeng,2024-03-05 21:52:30,"Donc ENGIEpartFR qui m'envoie un nouvel échéancier avec la revalorisation des prix et donc qui passe de 48 à 75 par mois... Le plus que je consomme dans l'année c'est en décembre et janvier, la je dépasse les 55 mais sinon je suis en dessous des 50 voir même 40...",21,271,True,2024-03-05,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,7653E+18",ENGIEpartFR,ENGIE Particuliers,2024-03-06 09:02:30,"Vrai ou Faux ?nnIl est préférable dutiliser le gros électroménager, tel que le lavelinge ou le lavevaisselle, en heure creuse nnLa réponse dans quelques jours sur ENGIEpartFR !",9,181,True,2024-03-06,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76548E+18",Sey_mc0,Ma,2024-03-06 20:58:12,"ENGIEpartFR estce normal que le prix de ma consommation du mois de Février était de 45euro il ya 2 jours et aujourdhui 77 euros ?! Comme par magie ? Je paye un Kwh à 0,44 cts deuros alors que mon contrat de base est de 0,22cts kwH.",20,234,True,2024-03-06,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,76573E+18",Gawawelle5,Gaelle Hamon,2024-03-07 13:42:55,ENGIEpartFR Nous on a consommé moins que l'année dernière. On a payé plus de 100 en plus sur la facture. Pour la même période. Ça va bien pour vous ? Il va où le pognon ?,13,178,True,2024-03-07,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,766E+18",tom37540,tOji-GeEk,2024-03-08 07:22:08,ENGIEpartSAV Bonjour je viens de consulter ma consommation sur lapplication mais je pense quil y a un problème. Pourriez vous me contacter svp? Merci,7,150,True,2024-03-08,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Problèmes avec l’application
"1,76602E+18",mllehelenew,H W,2024-03-08 08:23:27,ENGIEpartSAV il faut combien de temps à votre agence de Grand Marseille pour rappeler ses clients? Plus dun mois que jattends malgré plusieurs appels à vos conseillers. Le montant de la facture a bien été débité sous 24h pourtant,8,236,True,2024-03-08,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,76605E+18",CedricFt92,Cédric Ft,2024-03-08 10:18:59,"ENGIEpartSAV suite a un recent déménagement, mon contrat électrique fourni bien la bonne adresse du nouveau domicile, mais sur mon espace client ça affiche toujours l'ancienne adresse. Pourriezvous régler le problème ? ?",10,226,True,2024-03-08,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76612E+18",catwomanblk,Diamant,2024-03-08 14:57:50,"ENGIEpartFR , cela fait 6 mois que j'ai déménagé de chez mon ex et que j'ai demandé à Engie de supprimer mon email associée à son adresse. Aujourdhui , ils ont supprimé ladresse, mais ils n'arrivent pas à activer mon espace personnel.",14,243,True,2024-03-08,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76612E+18",catwomanblk,Diamant,2024-03-08 14:57:52,"La conseillère me demande de créer une nouvelle adresse email, ce que je trouve ridicule. De plus, lorsque je demande mes heures creuses, on me dit qu'il n'y a qu'un créneau de 23h à 7hnLa on me demande de patienter . Ça fait 1h que je patiente ENGIEpartFR FondationEngie",14,276,True,2024-03-08,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76618E+18",beubon,Tsilavo,2024-03-08 18:55:26,ENGIEpartFR ça fait 4 fois que je vous appelle pour un pb de facture. À chaque fois on me dit ok et c'est tjrs pas fait. Faut connaître qui pour que le souci soit réglé ?????,18,179,True,2024-03-08,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,76681E+18",belleisa94,belleisa94,2024-03-10 12:41:54,"ENGIEpartFR sur mon contrat, il est bien indiqué que de 0723 à 0724, le prix du kwh pour la fourniture ne doit pas évoluer, donc il devrait être à 0,12634 ht, or, il ne cesse d'évoluer pour arriver aujourdhui au prix de 0,1855ht ! Je demande à être régularisée.",12,271,True,2024-03-10,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Urgence,40,Facturation
"1,76689E+18",belleisa94,belleisa94,2024-03-10 18:24:30,"ENGIEpartFR jai souscrit un contrat en 0723 indiquant que le prix de la conso fourniture en kwh doit être fixe à 0,12634 HT pendant 1 an or, depuis le 0109, ce tarif ne cesse daugmenter !! Jai écrit à vos conseillers qui font semblant de ne pas comprendre et mentent !",18,272,True,2024-03-10,2024-03-04/2024-03-10,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,76727E+18",pandeminione,"moi, christiane f.",2024-03-11 19:28:45,ENGIEgroup ENGIEpartFR sachez que je vais pas payer votre facture scandaleuse de 616 que vous mavez envoyé hein,19,112,True,2024-03-11,2024-03-11/2024-03-17,2024-03,2,True,NEGATIVE,Négatif,Urgence,40,Facturation
"1,76753E+18",LaBelleEnYeux,Eilahtan 🌸☀️🏝,2024-03-12 12:23:28,Quand ENGIEpartFR te facture une somme qui arrive de nulle part et quil cherche la petite bête pour ne pas annuler la somme. Depuis quand on demande un relevé de compte totale. Je sens que je vais en faire un tiktok avec mes 20k dabonnés ça fera du bruit,12,258,True,2024-03-12,2024-03-11/2024-03-17,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,76759E+18",NicoMontalieu,NicolasMontalieu,2024-03-12 16:17:45,"Bonjour ENGIEpartFR. Comment ça se passe quand on réserve la 12 journée à la maison car un technicien doit venir, mais que ce dernier passe une bonne partie de l'aprèsmidi sur le parking à discuter avec son collègue et qui, finalement, n'est jamais venu ?",16,262,True,2024-03-12,2024-03-11/2024-03-17,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76792E+18",guetfllrd,gaetan.exe,2024-03-13 14:44:13,bjr ENGIEpartFR pourquoi vous me surfacturez x3 ma conso électrique ??? je suis fonctionnaire par millionnaire,14,111,True,2024-03-13,2024-03-11/2024-03-17,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,76794E+18",mllehelenew,H W,2024-03-13 15:48:35,"ENGIEpartSAV ENGIEpartFRn Bonjour Julian, jen suis à peu près au 5eme mail envoyé et au 18eme appel. Un rdv avait été enfin fixé, il vient dêtre annulé. Je perds patience !!!",15,182,True,2024-03-13,2024-03-11/2024-03-17,2024-03,2,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76828E+18",vr54110,Cy Ga (vr54110),2024-03-14 14:34:10,ENGIEpartFR Sinon votre application est censé refonctionner quand ?? Ça fait 1 mois et demi qu'elle est inaccessible !!!,14,122,True,2024-03-14,2024-03-11/2024-03-17,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Problèmes avec l’application
"1,76832E+18",Pierre_Fiol,Pierre Fiol,2024-03-14 16:50:24,"dites ENGIEpartFR, il y a des gens à vos couleurs gilet, badge qui font du porte à porte rentrededans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le département de l'essonne 12",16,273,True,2024-03-14,2024-03-11/2024-03-17,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76861E+18",LaureBBW,Triomphe de Neptune 🧞‍♀️,2024-03-15 11:53:40,ENGIEpartFR cest normal que je comprend rien à ma consommation ?nEntre abonnement et conso cest quoi la différence ?,11,118,True,2024-03-15,2024-03-11/2024-03-17,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76867E+18",Mimoz0,Mimoso,2024-03-15 15:48:15,"Tu sais quoi ENGIEpartFR on va faire un truc. Offre moi la corde ça ira plus vite. Vive les anxiolytiques. Tu m'expliques comment j ai utilisé33 d élec mais que j ai quasi 300 de plus à payer ? Un jour je n'aurais plus la force, vraiment.",15,242,True,2024-03-15,2024-03-11/2024-03-17,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,76969E+18",snoop_ahahah,snoop,2024-03-18 11:38:28,"ENGIEpartFR ma voisine a reçu un appel téléphonique d'un homme du 0377182277 qui lui notifie son adresse et le fait qu'elle soit propriétaire mais lui répondant qu'elle n'est que locataire il lui raccroche au nez, c'est votre façon de faire ou bien ?",11,256,True,2024-03-18,2024-03-18/2024-03-24,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,7698E+18",vince_b29,Vincent Beck,2024-03-18 19:11:43,ENGIEpartFR Ça ne vous dérange pas de me placer 43 d'augmentation sur le kWh en deux mois? Deux appels avec vos conseillers bien éduqués pour répondre de manière évasive. nélectriciténconsommateurnénergienengienarnaquenUFCquechoisir,19,242,True,2024-03-18,2024-03-18/2024-03-24,2024-03,1,False,NEGATIVE,Négatif,Urgence,40,Autre
"1,77003E+18",elgang1010,loic,2024-03-19 10:01:56,"ENGIEpartFR moins 13 de consommation et facture plus que doublé, du vol pour et simple !!!",10,91,True,2024-03-19,2024-03-18/2024-03-24,2024-03,1,False,POSITIVE,Positif,Urgence,40,Facturation
"1,77006E+18",Christo09033176,Christophe Delattre,2024-03-19 12:23:47,ENGIEpartFR sont des voleurs et ils trafiquent les données. Je vous déconseille ce fournisseur.nExemple mon suivi en octobre m'indique une économie de 90 et hop engie passe par là plus riennNous avons un système en temps réel maintenant et bizarrement rien n'ai cohérent!,12,278,True,2024-03-19,2024-03-18/2024-03-24,2024-03,1,False,NEGATIVE,Négatif,Urgence,40,Autre
"1,77011E+18",DaMrTom,Thomas 💀⚔️ Matador ⚔️💀,2024-03-19 15:13:27,Lapplication ENGIEpartFR est toujours à la ramasse. Quand est ce quon passe à la vitesse supérieure dites nous vite ?,15,120,True,2024-03-19,2024-03-18/2024-03-24,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Problèmes avec l’application
"1,77037E+18",saintjammes,SaintJammes,2024-03-20 08:44:05,"ENGIEpartFR dites , j'agis avec engie, vous voulez pass réparer ma clim, ça fait des mois que j'attends et que je rappelle sans résultat..... Bravo l'action...",8,162,True,2024-03-20,2024-03-18/2024-03-24,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77077E+18",JHurtrez,Jean-Paul Hurtrez,2024-03-21 10:54:14,ENGIEpartFR a quand le retour de l'espace client sur votre site ?,10,65,True,2024-03-21,2024-03-18/2024-03-24,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77081E+18",jemennuiebcpp,Boo,2024-03-21 13:54:01,Cest moi ou le prix de lélectricité a augmenté en mars ? Je paie autant que lorsquon mon chauffage était allumé alors que je lai éteint il y a 4 jours ..? ENGIEpartFR,13,172,True,2024-03-21,2024-03-18/2024-03-24,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,77107E+18",zewala3,̷L̷'̷A̷n̷g̷e̷_ ̷i̷n̷d̷o̷m̷p̷t̷a̷b̷l̷e̷,2024-03-22 07:15:35,"ENGIEpartFR maisontravaux Comment se faitil quegazinière a une odeur jamais observée les années auparavant ? J'aimerai explication ?nidem chauffagequalité diluée et,compteur tourne pareil ? 60millions UFCquechoisirnLes jeunes de de 30a ne peuvent savoir, avant EDFGDF tenait sur la même facture...",7,303,True,2024-03-22,2024-03-18/2024-03-24,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,77119E+18",THOMASS76089750,- Pepito -,2024-03-22 14:43:26,Bonjour.nC'est vous ENGIEpartFR ou ENGIEpartSAV au bout de ce numéro ?? Ou est ce une arnaque qui tente de se faire passer pour vous ??nnMerci pour votre retour rapide.,14,169,True,2024-03-22,2024-03-18/2024-03-24,2024-03,2,False,NEGATIVE,Négatif,Urgence,40,Autre
"1,7715E+18",THOMASS76089750,- Pepito -,2024-03-23 11:26:06,"ENGIEpartSAV Bonjour,nCe n'était pas le sens de ma question.nnReconnaissez vous dans ce sms, vos methodes ? Votre numero de téléphone ? Dois je faire confiance a ce sms ??nnSur certains sites, le numéro de téléphone est associé a des arnaques démarchage... D'ou ma question...",11,284,True,2024-03-23,2024-03-18/2024-03-24,2024-03,1,False,NEGATIVE,Négatif,Urgence,40,Autre
"1,77165E+18",AznarPierre2,mr wick 🐕 (pierre),2024-03-23 21:32:53,"Et bien sûr en ce moment, je n'ai d'aide de personne ya pas un chèque énergie ENGIEpartFR , je me fait allumer tout les mois à payer 100 balles ,c'est plus possible c'est trop cher ...",21,188,True,2024-03-23,2024-03-18/2024-03-24,2024-03,1,False,NEGATIVE,Neutre,Pas Urgence,0,Autre
"1,77218E+18",AznarPierre2,mr wick 🐕 (pierre),2024-03-25 08:27:04,"Comment payé sa la , alors que mon frigo est vide ENGIEpartFR ? Le prix augmente tout le temps, moi je n'y arrive pas",8,118,True,2024-03-25,2024-03-25/2024-03-31,2024-03,1,False,POSITIVE,Positif,Pas Urgence,0,Facturation
"1,77224E+18",SoLaPuissance,So2,2024-03-25 12:17:29,ENGIEpartFR qui vous communique des plages horaires d'heures creuses lors de la souscription du contrat élec et quelques mois plus tard se rendre compte qu'elles ne sont pas prises en compte. Réécoutez l'appel et vous verrez bien que vous êtes des escrocs !,12,261,True,2024-03-25,2024-03-25/2024-03-31,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77224E+18",leamths5,Léa Mathis,2024-03-25 12:46:08,ENGIEgroup pire fournisseur délectricité ! 4 mois de démarches et ils annulent un contrat alors que je demande juste une mensualisation. nJe me retrouve sans contrat depuis 2 mois et sans justificatif de domicile ni rien nOn vous recontacte dans deux semaines,12,262,True,2024-03-25,2024-03-25/2024-03-31,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77263E+18",LitaCabbit,Lita🌺,2024-03-26 14:05:50,"ENGIEpartFR lacsf Vous n'en avez pas marre de mettre le couteau sous la gorge de vos clients ? Sans parler du service client qui essaie soit de nous faire culpabiliser ou nous arnaquer. On a jamais eu droit au bouclier énergie, vous êtes une source d'anxiété immense dans mon foyer. JE ME TIRE.",14,298,True,2024-03-26,2024-03-25/2024-03-31,2024-03,1,False,NEGATIVE,Négatif,Urgence,80,Service Client
"1,77263E+18",LitaCabbit,Lita🌺,2024-03-26 14:10:27,"ENGIEpartFR lacsf awi, et vous ne vous gênez pas pour nous enterrer un peu en me balançant un mail pour m'annoncer que vous ajoutez 213 euros à nos mensualités bah en fait c'est non bye",14,189,True,2024-03-26,2024-03-25/2024-03-31,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77289E+18",cehtolonen,Charlotte Tolonen,2024-03-27 07:18:17,In a stalemate since 12 dec with ENGIEpartFR and GRDF smart gas meter is miscalibrated amp they require ME to fix it? 12 hours in customer service calls and we are still not fixed. Keep saying they will fait le necessaire but then cancel each other's service calls HELP!,7,270,True,2024-03-27,2024-03-25/2024-03-31,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,7729E+18",WD_And_Co,WD And Co,2024-03-27 08:18:55,"ENGIEpartFR Êtes vous sûr de vos données ?nSi je reçois une facture plus élevée, il me faudra des explications.",8,117,True,2024-03-27,2024-03-25/2024-03-31,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,77301E+18",Randzahroc,Thérésa 🏳️‍⚧️🐿️,2024-03-27 15:17:34,ENGIEpartFR J'ai regardé en détail et c'est la facture d'instalation. Mais ça fait peur Ça va pas de dire qu'il y a eu un échange alors que non ?,15,150,True,2024-03-27,2024-03-25/2024-03-31,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,77302E+18",theoalrd,Théo Alrd,2024-03-27 16:23:38,"ENGIEpartFR GRDF nnALERTE NE PAS CHOISIR CETTE ENTREPRISE POUR LE CHANGEMENT DE GAZ OBLIGATOIRE!nNous sommes privés deau chaude et de chauffage depuis ce vendredi 2303 à 16h , il fait 16 chez moi.nGRDF mandate cette entreprise pour effectuer les réglages nécessaire",16,269,True,2024-03-27,2024-03-25/2024-03-31,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Pannes & Urgences
"1,77325E+18",Brutus8039277,Brutus,2024-03-28 07:05:45,ENGIEpartFR qui coupe mon contrat délectricité et de gaz 2 semaine trop tôt! Quelle honte !!! Je le retrouve avec un bb sans gaz et sans électricité ! Mon frigo plein qui va finir à la poubelle! Je fonce déposer une plainte immédiate,7,241,True,2024-03-28,2024-03-25/2024-03-31,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Pannes & Urgences
"1,77411E+18",ValentinBonnel,val,2024-03-30 16:11:17,"ENGIEpartFR bonjour, je souhaiterai voir pour basculer lélectricité chez vous, vous pouvez vous me donner une estimation mensuelle svp?",16,137,True,2024-03-30,2024-03-25/2024-03-31,2024-03,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77489E+18",hyunsaeng,HyunSaeng,2024-04-01 20:03:00,"Bon ENGIEpartFR vous m'avez augmenté à 75 de facture sur quelle base d'estimation ? Le mois de janvier était celui où j'ai le plus consommé 60 abonnement compris... Donc faut expliquer où comment vous faites vos estimations, je serais heureuse de le savoir...",20,265,True,2024-04-01,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,77513E+18",mllehelenew,H W,2024-04-02 11:36:57,ENGIEpartSAV en revanche je peux planifier un rdv pour le 17 avril si je crée un nouveau contrat ! Une honte !!!!,11,114,True,2024-04-02,2024-04-01/2024-04-07,2024-04,1,False,POSITIVE,Positif,Pas Urgence,0,Autre
"1,77518E+18",Synea41,Synea41,2024-04-02 15:20:26,C'est beau ENGIEpartFR de faire appel aux étrangers pour gérer les appels. Mais on fait quoi quand ils sont incapables de comprendre la demande et nous renvoient même pas vers quelqu'un qui comprend mieux et raccrochent ?,15,224,True,2024-04-02,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77521E+18",incarnare,incarnare,2024-04-02 17:07:38,Le daron a souscrit un contrat d'entretien PAC chez ENGIEpartSAV. Dans ce thread je vous partage ses galères..n,17,112,True,2024-04-02,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77521E+18",incarnare,incarnare,2024-04-02 17:07:41,"Du coup, deux jours après la visite de routine du technicien, le daron est à l'eau froide et gère la régulation thermique de sa maison au disjoncteur. Merci ENGIEpartSAV",17,173,True,2024-04-02,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77547E+18",cehtolonen,Charlotte Tolonen,2024-04-03 10:37:05,"geoffjentry ENGIEpartSAV Still no power, my 6 year old has now fallen sick, and today ENGIEpartSAV tells me no, GRDF says no problem with my smart meter so they won't do anything for me until I pay 3000 euro more. They will not confirm the meter seems their system will not let them see my photos.",10,297,True,2024-04-03,2024-04-01/2024-04-07,2024-04,2,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77553E+18",nathan25870,Nathan Mechet,2024-04-03 14:13:34,"ENGIEpartFR nVous trouvez ça normal davoir 2000 de régularisation de octobre 2023 à mars 2024 en ayant 60m2 et ne chauffant que le strict minimum. Des voleurs pareil JAMAIS VU !!! Personnel au téléphone incompétente, on mange des cailloux le mois prochain ??",14,264,True,2024-04-03,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Urgence,40,Autre
"1,77555E+18",Xliyne44,Caroline,2024-04-03 15:43:04,ENGIEpartFR 17h40 j'attends depuis 13h le gars qui dois venir faire l'entretien de la chaudière....,15,100,True,2024-04-03,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77556E+18",BIO_MOOD,Co Mood,2024-04-03 16:28:21,ENGIEpartFR vous êtes vous fait pirater vos données ou bien vendez vous nos Datas ? nJe reçois plein de sms de numéros non commerciaux et la façon dont ils minterpellent noms accolés de la colloc il ny a que chez vous que je suis enregistrée ainsi. Cest juste intolérable,16,279,True,2024-04-03,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77558E+18",MrOrkyd,MrOrkyd,2024-04-03 17:57:36,"Bravo ENGIEpartFR, vous êtes tellement des escrocs. . Entre juin 2023 et aujourd'hui, je vous ai appelé 17 fois. 17 fois on m'a promis de me rapeller pour régler ma situation. Ça n'est jms arrivé. Aucun respect pour vos clients. engie escroquerie mensonge",17,260,True,2024-04-03,2024-04-01/2024-04-07,2024-04,1,False,POSITIVE,Positif,Urgence,80,Autre
"1,77576E+18",Shiroholo,Shiro,2024-04-04 05:30:52,"ENGIEpartFR donc envie définitivement classer dans la catégorie voleur? Une telle facture pour ma mère en invalidité , donc même pas sûr de pouvoir la payer. Pour un kilowattheure à 0,40!!!nJamais avertis via le site site qui parle de 0,21 merci au service client pareil!",5,278,True,2024-04-04,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Urgence,80,Facturation
"1,77582E+18",blavier86,Portalet,2024-04-04 09:18:26,"ENGIEpartFR A fuir bande dincompétents. J'étais mensualisé et Engie a arrêté sans raison la mensualisation à la fin j' ai eu une grosse facture à payer. pour compenser Engie m' a promis un geste commercial baisse de 25,00 que je n' ai jamais reçu",9,254,True,2024-04-04,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,77616E+18",christophejacro,christophe jacrot,2024-04-05 08:11:41,"cathmacgregor ENGIEChile ENGIEgroup SANS UN APPEL d'UN RESPONSABLE, je CONSIDERE ENGIE COMME UNE BOITE MAFIEUSE !! j'insiste MAFIEUSE !! je répète MAFIEUSE déjà condamnée ...",8,179,True,2024-04-05,2024-04-01/2024-04-07,2024-04,2,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77653E+18",CoBouillot,Coralie Bouillot,2024-04-06 08:46:03,"Facture exorbitante d'électricité de ma fille étudiante. J'appelle ENGIEpartFR pour essayer de comprendre. Zéro détail, zéro explication à part un cours théorique sur le KwH. Je demande un détail conso, on me dit que ça coûte 2 par mois...",8,250,True,2024-04-06,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,77704E+18",SylaannK,Sylaann,2024-04-07 18:27:38,Bonjour ENGIEpartFR pouvez vous m'expliquer s'il vous plait à quoi correspondent les gros pics de consommation d'electricité que j'ai en journée vers 18h00 et 21h00?nJ'ai juste un frigo qui consomme en continue et un ordinateur qui fait de meme sauf la nuit,18,260,True,2024-04-07,2024-04-01/2024-04-07,2024-04,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,77728E+18",VikingMaure,Épileptique-Gamer,2024-04-08 10:24:52,"C'est qui ce 33662563637 qui prétend être mon fournisseur d'énergie mais ignore où j'habite ? Et qui en plus me parle d'aide aux panneaux photovoltaïques alors que ENGIEpartFR sait que j'habite en HLM ? Bref, N bloqué mais Bloctel pourrait m'éviter d'avoir a le faire",10,274,True,2024-04-08,2024-04-08/2024-04-14,2024-04,1,True,NEGATIVE,Négatif,Urgence,80,Pannes & Urgences
