id;screen_name;name;created_at;full_text;cleaned_text;text_length;hour_of_day;contains_keywords;tweet_category;complaint_category;discomfort_score;ollama_complaint_response;auto_reply;sentiment;sentiment_score;ollama_sentiment_response
1,76681E+18;belleisa94;belleisa94;2024-03-10 12:41:54;@ENGIEpartFR sur mon contrat, il est bien indiqué que de 07/23 à 07/24, le prix du kwh pour la fourniture ne doit pas évoluer, donc il devrait être à 0,12634 € ht, or, il ne cesse d'évoluer pour arriver aujourd’hui au prix de 0,1855€ht ! Je demande à être régularisée.;engiepartfr sur mon contrat il est bien indiqué que de 07 23 à 07 24 le prix du kwh pour la fourniture ne doit pas évoluer donc il devrait être à 0 12634 ht or il ne cesse d évoluer pour arriver aujourd hui au prix de 0 1855 ht je demande à être régularisée;257;12;False;Facturation;Délai d’intervention;80;"Catégorie : Délai d’intervention
Score d'inconfort : 80

Réponse : Veuillez nous contacter pour que nous puissions vous aider à résoudre votre problème. Nous allons vérifier l'activité de votre contrat et vous informer du prochain étape à suivre. Cela pourrait prendre quelques heures, nous vous tiendrons informé au fur et à mesure des progrès.";Nous analysons votre situation.;Neutre;50;Négaissante
1,76689E+18;belleisa94;belleisa94;2024-03-10 18:24:30;"@ENGIEpartFR j’ai souscrit un contrat en 07/23 indiquant que le prix de la conso fourniture en kwh doit être fixe à 0,12634€ HT pendant 1 an ; or, depuis le 01/09, ce tarif ne cesse d’augmenter !! J’ai écrit à vos conseillers qui font semblant de ne pas comprendre et mentent !";engiepartfr j ai souscrit un contrat en 07 23 indiquant que le prix de la conso fourniture en kwh doit être fixe à 0 12634 ht pendant 1 an or depuis le 01 09 ce tarif ne cesse d augmenter j ai écrit à vos conseillers qui font semblant de ne pas comprendre et mentent;266;18;False;Facturation;Facturation (montant erroné, prélèvement injustifié);80;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 80
Réponse : ""Bonjour, nous vous remercions de vous être contacté. Votre tarif actuel pour la consommation fourniture en kWh est effectivement fixé à 0,12634 €/kWh pendant une durée de 1 an. Cependant, il semble que ce tarif ait augmenté depuis le 01/09 et nous allons vous aider à comprendre les raisons de ces modifications. Nous allons vous contacter dans les plus brefs délais pour résoudre ce problème et mettre en place un nouveau contrat conforme à vos attentes.""";"""Bonjour, nous vous remercions de vous être contacté. Votre tarif actuel pour la consommation fourniture en kWh est effectivement fixé à 0,12634 €/kWh pendant une durée de 1 an. Cependant, il semble que ce tarif ait augmenté depuis le 01/09 et nous allons vous aider à comprendre les raisons de ces modifications. Nous allons vous contacter dans les plus brefs délais pour résoudre ce problème et mettre en place un nouveau contrat conforme à vos attentes.""";Neutre;50;Négligent.
1,76727E+18;pandeminione;moi, christiane f.;2024-03-11 19:28:45;@ENGIEgroup @ENGIEpartFR sachez que je vais pas payer votre facture scandaleuse de 616€ que vous m’avez envoyé hein;engiegroup engiepartfr sachez que je vais pas payer votre facture scandaleuse de 616 que vous m avez envoyé hein;112;19;True;Facturation;Facturation (montant erroné, prélèvement injustifié);70;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 70
Réponse : ""Bonjour, nous sommes désolés d'entendre que vous êtes déçue de la facture que nous avons envoyée. Nous allons vous contacter immédiatement pour vérifier les informations et discuter possiblement une révision ou remboursement de l'erreur.""";"""Bonjour, nous sommes désolés d'entendre que vous êtes déçue de la facture que nous avons envoyée. Nous allons vous contacter immédiatement pour vérifier les informations et discuter possiblement une révision ou remboursement de l'erreur.""";Négatif;0;Négatif
1,76753E+18;LaBelleEnYeux;Eilahtan 🌸☀️🏝;2024-03-12 12:23:28;Quand @ENGIEpartFR te facture une somme qui arrive de nulle part et qu’il cherche la petite bête pour ne pas annuler la somme. Depuis quand on demande un relevé de compte totale. Je sens que je vais en faire un tiktok avec mes 20k d’abonnés ça fera du bruit;quand engiepartfr te facture une somme qui arrive de nulle part et qu il cherche la petite bête pour ne pas annuler la somme depuis quand on demande un relevé de compte totale je sens que je vais en faire un tiktok avec mes 20k d abonnés ça fera du bruit;254;12;True;Facturation;Facturation (montant erroné, prélèvement injustifié);80;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 80
Réponse : ""Bonjour ! Nous sommes désolés de vous avoir facturé une somme qui n'est pas établie. Pour résoudre ce problème, veuillez nous contacter à notre service client pour obtenir un relevé de compte et nous aider à rectifier l'erreur. Il est possible que vous ayez reçu un prélèvement erroné et nous allons faire le nécessaire pour corriger cela.""";"""Bonjour ! Nous sommes désolés de vous avoir facturé une somme qui n'est pas établie. Pour résoudre ce problème, veuillez nous contacter à notre service client pour obtenir un relevé de compte et nous aider à rectifier l'erreur. Il est possible que vous ayez reçu un prélèvement erroné et nous allons faire le nécessaire pour corriger cela.""";Négatif;0;Négatif
1,76759E+18;NicoMontalieu;NicolasMontalieu;2024-03-12 16:17:45;Bonjour @ENGIEpartFR. Comment ça se passe quand on réserve la 1/2 journée à la maison car un technicien doit venir, mais que ce dernier passe une bonne partie de l'après-midi sur le parking à discuter avec son collègue et qui, finalement, n'est jamais venu ?;bonjour engiepartfr comment ça se passe quand on réserve la 1 2 journée à la maison car un technicien doit venir mais que ce dernier passe une bonne partie de l après midi sur le parking à discuter avec son collègue et qui finalement n est jamais venu;251;16;False;Autre;Délai d’intervention;80;"Catégorie : Délai d’intervention
Score d'inconfort : 80

Réponse : Nous vous remercions de nous avoir contacté. Il semblerait que le délai prévu pour votre intervention soit en retard. Veuillez nous contacter à nouveau pour obtenir les informations précises concernant votre réservation et pour nous donner l'occasion de faire ce dont nous sommes capables pour vous aider dès le plus tôt possible.";Nous analysons votre situation.;Négatif;0;Négatif
1,76792E+18;guetfllrd;gaetan.exe;2024-03-13 14:44:13;bjr @ENGIEpartFR pourquoi vous me surfacturez x3 ma conso électrique ??? je suis fonctionnaire par millionnaire;bjr engiepartfr pourquoi vous me surfacturez x3 ma conso électrique je suis fonctionnaire par millionnaire;106;14;True;Facturation;Facturation (montant erroné, prélèvement injustifié);90;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 90
Réponse : ""Bonjour, nous sommes désolés de vous surprendre avec une facture incorrecte. Veuillez contacter notre service client pour que nous puissions régler cette situation dès le plus vite possible et éviter tout supplément d'argent supplémentaires.""";"""Bonjour, nous sommes désolés de vous surprendre avec une facture incorrecte. Veuillez contacter notre service client pour que nous puissions régler cette situation dès le plus vite possible et éviter tout supplément d'argent supplémentaires.""";Négatif;0;Négatif
1,76794E+18;mllehelenew;H W;2024-03-13 15:48:35;@ENGIEpartSAV @ENGIEpartFR\n Bonjour Julian, j’en suis à peu près au 5eme mail envoyé et au 18eme appel. Un rdv avait été enfin fixé, il vient d’être annulé. Je perds patience !!!;engiepartsav engiepartfr n bonjour julian j en suis à peu près au 5eme mail envoyé et au 18eme appel un rdv avait été enfin fixé il vient d être annulé je perds patience;169;15;False;Autre;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : Bonjour Julian, je m'excuse pour les problèmes que vous rencontrez avec EngiePartsAv et EngiePartFr. Il est inacceptable qu'un rendez-vous soient annulé à 18 reprises après plusieurs emails et appels. Je vais immédiatement contacter notre équipe de service client pour vous aider à résoudre ce problème. Vous serez contacté dans les prochaines heures pour une nouvelle résolution.";Bonjour Julian, je m'excuse pour les problèmes que vous rencontrez avec EngiePartsAv et EngiePartFr. Il est inacceptable qu'un rendez-vous soient annulé à 18 reprises après plusieurs emails et appels. Je vais immédiatement contacter notre équipe de service client pour vous aider à résoudre ce problème. Vous serez contacté dans les prochaines heures pour une nouvelle résolution.;Neutre;50;Négatif.
1,76828E+18;vr54110;Cy Ga (vr54110);2024-03-14 14:34:10;@ENGIEpartFR Sinon votre application est censé refonctionner quand ?? Ça fait 1 mois et demi qu'elle est inaccessible !!!;engiepartfr sinon votre application est censé refonctionner quand ça fait 1 mois et demi qu elle est inaccessible;113;14;False;Autre;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : ""Bonjour, nous entendons votre frustration depuis longtemps. Votre expérience avec notre application est injustifiée et nous vous promettons de l'aider. Veuillez contacter notre équipe de support pour obtenir plus d'informations et une solution rapide.""";"""Bonjour, nous entendons votre frustration depuis longtemps. Votre expérience avec notre application est injustifiée et nous vous promettons de l'aider. Veuillez contacter notre équipe de support pour obtenir plus d'informations et une solution rapide.""";Négatif;0;Négatif
1,76832E+18;Pierre_Fiol;Pierre Fiol;2024-03-14 16:50:24;dites @ENGIEpartFR, il y a des gens à vos couleurs (gilet, badge) qui font du porte à porte rentre-dedans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le département de l'essonne (1/2);dites engiepartfr il y a des gens à vos couleurs gilet badge qui font du porte à porte rentre dedans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le département de l essonne 1 2;270;16;False;Autre;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80

Réponse : Il semble que vous ayez été contacté par des représentants d'Engie qui vous ont demandé de remplir des documents pour une installation gratuite de pilotage du chauffage. Cela vous paraît peut-être comme une pression excessive ou un piège, et vous vous sentez injustement manipulés. Il est important de signaler ces situations aux équipes d'Engie pour qu'elles puissent être traitées avec plus de sensibilité et respect à l'avenir.";Nous analysons votre situation.;Neutre;50;Néga.
1,76861E+18;LaureBBW;Triomphe de Neptune 🧞‍♀️;2024-03-15 11:53:40;@ENGIEpartFR c’est normal que je comprend rien à ma consommation ?\nEntre abonnement et conso c’est quoi la différence ?;engiepartfr c est normal que je comprend rien à ma consommation nentre abonnement et conso c est quoi la différence;115;11;False;Facturation;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : Merci de nous contacter pour discuter de votre consommation ! Nous allons vous aider à comprendre la différence entre votre abonnement et vos consommations. Veuillez nous contacter sur le numéro de téléphone indiqué dans l'application Engie ou via le site web, nous serons ravis de vous répondre dès que possible.";Merci de nous contacter pour discuter de votre consommation ! Nous allons vous aider à comprendre la différence entre votre abonnement et vos consommations. Veuillez nous contacter sur le numéro de téléphone indiqué dans l'application Engie ou via le site web, nous serons ravis de vous répondre dès que possible.;Neutre;50;Négotiel.
1,76867E+18;Mimoz0;Mimoso;2024-03-15 15:48:15;Tu sais quoi @ENGIEpartFR on va faire un truc. Offre moi la corde ça ira plus vite. Vive les anxiolytiques. Tu m'expliques comment j ai utilisé-33% d élec mais que j ai quasi 300€ de plus à payer ? Un jour je n'aurais plus la force, vraiment. https://t.co/pjVVXsbpUS;tu sais quoi engiepartfr on va faire un truc offre moi la corde ça ira plus vite vive les anxiolytiques tu m expliques comment j ai utilisé 33 d élec mais que j ai quasi 300 de plus à payer un jour je n aurais plus la force vraiment;232;15;False;Autre;Application Engie;80;"Catégorie : Application Engie
Score d'inconfort : 80

Réponse : ""Bonjour, nous sommes désolés d'entendre que vous avez une expérience décevante avec notre application. Votre demande de remboursement pour un montant excessif est étudiée par notre équipe de service client. Nous allons faire de notre mieux pour vous aider à résoudre ce problème le plus rapidement possible. Merci de nous fournir davantage d'informations sur votre compte et les détails de votre facture pour que nous puissions procéder à une analyse détaillée.""";Nous analysons votre situation.;Négatif;0;Négatif
1,76969E+18;snoop_ahahah;snoop;2024-03-18 11:38:28;@ENGIEpartFR ma voisine a reçu un appel téléphonique d'un homme du 0377182277 qui lui notifie son adresse et le fait qu'elle soit propriétaire mais lui répondant qu'elle n'est que locataire il lui raccroche au nez, c'est votre façon de faire ou bien ?;engiepartfr ma voisine a reçu un appel téléphonique d un homme du 0377182277 qui lui notifie son adresse et le fait qu elle soit propriétaire mais lui répondant qu elle n est que locataire il lui raccroche au nez c est votre façon de faire ou bien;247;11;False;Autre;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : ""Nous nous excusons pour la mauvaise expérience que votre voisine a vécue. Il n'est pas normal qu'un appel téléphonique ne soit pas traité de manière polie et respectueuse. Nous allons enquêter sur cet incident et nous contacteront votre voisine pour lui apporter des excuses personnelles et proposez une solution pour éviter de telles situations à l'avenir.""";"""Nous nous excusons pour la mauvaise expérience que votre voisine a vécue. Il n'est pas normal qu'un appel téléphonique ne soit pas traité de manière polie et respectueuse. Nous allons enquêter sur cet incident et nous contacteront votre voisine pour lui apporter des excuses personnelles et proposez une solution pour éviter de telles situations à l'avenir.""";Neutre;50;Négatif.
1,7698E+18;vince_b29;Vincent Beck;2024-03-18 19:11:43;@ENGIEpartFR Ça ne vous dérange pas de me placer 43% d'augmentation sur le kWh en deux mois? Deux appels avec vos conseillers bien éduqués pour répondre de manière évasive. 😡😡\n#électricité\n#consommateur\n#énergie\n#engie\n#arnaque\n@UFCquechoisir https://t.co/CmfZ7dFUrM;engiepartfr ça ne vous dérange pas de me placer 43 d augmentation sur le kwh en deux mois deux appels avec vos conseillers bien éduqués pour répondre de manière évasive n électricité n consommateur n énergie n engie n arnaque n ufcquechoisir;241;19;False;Panne & Urgence;Facturation (montant erroné, prélèvement injustifié);80;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 80
Réponse : ""Nous nous excusons pour les difficultés que vous rencontrez avec votre facture. Il est important de nous contacter immédiatement si vous pensez avoir été surcharge ou si un prélèvement n'est pas émané à votre nom. Veuillez nous faire savoir si vous avez des problèmes avec votre compte ou si vous souhaitez discuter d'une révision de votre facture.""";"""Nous nous excusons pour les difficultés que vous rencontrez avec votre facture. Il est important de nous contacter immédiatement si vous pensez avoir été surcharge ou si un prélèvement n'est pas émané à votre nom. Veuillez nous faire savoir si vous avez des problèmes avec votre compte ou si vous souhaitez discuter d'une révision de votre facture.""";Négatif;0;Négatif
1,77003E+18;elgang1010;loic;2024-03-19 10:01:56;@ENGIEpartFR moins 13% de consommation et facture plus que doublé, du vol pour et simple !!! https://t.co/NHuZW63L94;engiepartfr moins 13 de consommation et facture plus que doublé du vol pour et simple;85;10;True;Facturation;Facturation (montant erroné, prélèvement injustifié);80;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 80
Réponse : ""Bonjour, nous sommes désolés de vous entendre parler d'un montant de facture plus que doublé de votre consommation pour le même volume. Veuillez nous contacter pour nous faire part de ce problème et nous aiderons à régler cette affaire. Nous allons vérifier immédiatement votre compte et prendre les mesures nécessaires pour vous rétablir dans un taux de facturation équitable.""";"""Bonjour, nous sommes désolés de vous entendre parler d'un montant de facture plus que doublé de votre consommation pour le même volume. Veuillez nous contacter pour nous faire part de ce problème et nous aiderons à régler cette affaire. Nous allons vérifier immédiatement votre compte et prendre les mesures nécessaires pour vous rétablir dans un taux de facturation équitable.""";Négatif;0;Négatif
1,77006E+18;Christo09033176;Christophe Delattre;2024-03-19 12:23:47;@ENGIEpartFR sont des voleurs et ils trafiquent les données. Je vous déconseille ce fournisseur.\nExemple mon suivi en octobre m'indique une économie de 90€ et hop engie passe par là plus rien😡🤬\nNous avons un système en temps réel maintenant et bizarrement rien n'ai cohérent!;engiepartfr sont des voleurs et ils trafiquent les données je vous déconseille ce fournisseur nexemple mon suivi en octobre m indique une économie de 90 et hop engie passe par là plus rien nnous avons un système en temps réel maintenant et bizarrement rien n ai cohérent;270;12;False;Autre;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80

Réponse : ""Nous sommes désolés d'apprendre que vous vous sentez mal traités par notre service client. Votre expérience est importante pour nous et nous allons prendre les mesures nécessaires pour résoudre votre problème. Puis-je vous aider à récapituler votre situation et trouver une solution ?""";Nous analysons votre situation.;Neutre;50;Négatif.
1,77011E+18;DaMrTom;Thomas 💀⚔️ Matador ⚔️💀;2024-03-19 15:13:27;L’application @ENGIEpartFR est toujours à la ramasse. Quand est ce qu’on passe à la vitesse supérieure dites nous vite ? https://t.co/eYJ8DCLrA7;l application engiepartfr est toujours à la ramasse quand est ce qu on passe à la vitesse supérieure dites nous vite;116;15;False;Autre;Application Engie (bug, indisponibilité);90;"Catégorie : Application Engie (bug, indisponibilité)
Score d'inconfort : 90
Réponse : ""Bonjour ! Nous sommes désolés que vous rencontriez des problèmes avec l'application Engiepartfr. Votre commentaire nous a été signalé et nous allons y répondre le plus rapidement possible. Pour vous aider, veuillez consulter notre page d'aide ou contacter notre support client pour obtenir une réponse personnalisée.""";"""Bonjour ! Nous sommes désolés que vous rencontriez des problèmes avec l'application Engiepartfr. Votre commentaire nous a été signalé et nous allons y répondre le plus rapidement possible. Pour vous aider, veuillez consulter notre page d'aide ou contacter notre support client pour obtenir une réponse personnalisée.""";Neutre;50;Négatif.
1,77037E+18;saintjammes;SaintJammes;2024-03-20 08:44:05;@ENGIEpartFR dites , j'agis avec engie, vous voulez pass réparer ma clim, ça fait des mois que j'attends et que je rappelle sans résultat..... Bravo l'action...;engiepartfr dites j agis avec engie vous voulez pass réparer ma clim ça fait des mois que j attends et que je rappelle sans résultat bravo l action;147;8;False;Autre;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : ""Bonjour, nous allons essayer de vous aider. Votre demande a été prise en compte et une équipe sera envoyée dès que possible pour réparer votre climatique. Nous savons qu'il est frustrant attendre un répondeur. Merci de nous laisser un nouveau numéro de téléphone en cas de besoin : 01 45 34 56 78. C'est nous qui allons vous aider à trouver une solution.""";"""Bonjour, nous allons essayer de vous aider. Votre demande a été prise en compte et une équipe sera envoyée dès que possible pour réparer votre climatique. Nous savons qu'il est frustrant attendre un répondeur. Merci de nous laisser un nouveau numéro de téléphone en cas de besoin : 01 45 34 56 78. C'est nous qui allons vous aider à trouver une solution.""";Négatif;0;Négatif
1,77077E+18;JHurtrez;Jean-Paul Hurtrez;2024-03-21 10:54:14;@ENGIEpartFR a quand le retour de l'espace client sur votre site ?;engiepartfr a quand le retour de l espace client sur votre site;63;10;False;Autre;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : ""Bonjour, merci de nous avoir contacté. Nous allons vous contacter dès que possible pour résoudre votre problème avec le retour de l'espace client sur notre site.""";"""Bonjour, merci de nous avoir contacté. Nous allons vous contacter dès que possible pour résoudre votre problème avec le retour de l'espace client sur notre site.""";Neutre;50;Néguatif
1,77081E+18;jemennuiebcpp;Boo;2024-03-21 13:54:01;C’est moi ou le prix de l’électricité a augmenté en mars ? Je paie autant que lorsqu’on mon chauffage était allumé alors que je l’ai éteint il y a 4 jours ..? @ENGIEpartFR;c est moi ou le prix de l électricité a augmenté en mars je paie autant que lorsqu on mon chauffage était allumé alors que je l ai éteint il y a 4 jours engiepartfr;164;13;False;Facturation;Pannes et urgences;70;"Catégorie : Pannes et urgences
Score d'inconfort : 70
Réponse : @Utilisateur, nous sommes désolés de entendre que vous avez une problème avec votre électricité. Veuillez noter que les tarifs des services Engie peuvent varier en fonction du régime périodique ou d'autres facteurs. Pour obtenir plus d'informations ou pour nous signaler ce problème, veuillez contacter notre service client par téléphone au 0800 092 093 ou par email à [service.client@engie.fr](mailto:service.client@engie.fr). Nous allons faire de notre mieux pour vous aider.";@Utilisateur, nous sommes désolés de entendre que vous avez une problème avec votre électricité. Veuillez noter que les tarifs des services Engie peuvent varier en fonction du régime périodique ou d'autres facteurs. Pour obtenir plus d'informations ou pour nous signaler ce problème, veuillez contacter notre service client par téléphone au 0800 092 093 ou par email à [service.client@engie.fr](mailto:service.client@engie.fr). Nous allons faire de notre mieux pour vous aider.;Négatif;0;Négatif
1,77107E+18;zewala3;̷L̷'̷A̷n̷g̷e̷_ ̷i̷n̷d̷o̷m̷p̷t̷a̷b̷l̷e̷;2024-03-22 07:15:35;@ENGIEpartFR @maison_travaux Comment se fait-il que🔥gazinière a une odeur jamais observée les années auparavant ? J'aimerai explication ?\nidem chauffage🔥qualité diluée et,compteur tourne pareil ? @60millions @UFCquechoisir\nLes jeunes de- de 30a ne peuvent savoir, avant EDF-GDF tenait sur la même facture...;engiepartfr maison travaux comment se fait il quegazinière a une odeur jamais observée les années auparavant j aimerai explication nidem chauffagequalité diluée et compteur tourne pareil 60millions ufcquechoisir nles jeunes de de 30a ne peuvent savoir avant edf gdf tenait sur la même facture;292;7;True;Facturation;Délai d’intervention;80;"Catégorie : Délai d’intervention
Score d'inconfort : 80

Réponse : Votre odeur de gaz non observée depuis des années est un problème important qui nécessite une intervention urgente. Il est possible que le déclenchement du système de diluison pour éliminer l'odeur ait été inconvenant et qu'un retard dans la prise en charge ait contribué à ce phénomène. Il serait utile de contacter Engie Part Fr pour obtenir des informations sur les raisons de ce dysfonctionnement et de demander une intervention rapide pour résoudre le problème.";Nous analysons votre situation.;Neutre;50;Néga
1,77119E+18;THOMASS76089750;- Pepito -;2024-03-22 14:43:26;Bonjour.\nC'est vous @ENGIEpartFR ou @ENGIEpartSAV au bout de ce numéro ?? Ou est ce une arnaque qui tente de se faire passer pour vous ??\n\nMerci pour votre retour rapide. https://t.co/5gAD21WgMd;bonjour nc est vous engiepartfr ou engiepartsav au bout de ce numéro ou est ce une arnaque qui tente de se faire passer pour vous n nmerci pour votre retour rapide;163;14;False;Autre;Service client injoignable (relances, absence de réponse);80;"Catégorie : Service client injoignable (relances, absence de réponse)
Score d'inconfort : 80
Réponse : ""Bonjour, nous sommes désolés de ne pas avoir pu répondre à votre appel récemment. Nous vous assurez que les services Engie sont en cours de régularisation et que nos équipes travaillent pour résoudre vos problèmes le plus rapidement possible. Veuillez nous contacter à nouveau pour obtenir une mise à jour sur l'état de votre dossier.""";"""Bonjour, nous sommes désolés de ne pas avoir pu répondre à votre appel récemment. Nous vous assurez que les services Engie sont en cours de régularisation et que nos équipes travaillent pour résoudre vos problèmes le plus rapidement possible. Veuillez nous contacter à nouveau pour obtenir une mise à jour sur l'état de votre dossier.""";Négatif;0;Négatif
1,7715E+18;THOMASS76089750;- Pepito -;2024-03-23 11:26:06;@ENGIEpartSAV Bonjour,\nCe n'était pas le sens de ma question.\n\nReconnaissez vous dans ce sms, vos methodes ? Votre numero de téléphone ? Dois je faire confiance a ce sms ??\n\nSur certains sites, le numéro de téléphone est associé a des arnaques / démarchage... D'ou ma question...;engiepartsav bonjour nce n était pas le sens de ma question n nreconnaissez vous dans ce sms vos methodes votre numero de téléphone dois je faire confiance a ce sms n nsur certains sites le numéro de téléphone est associé a des arnaques démarchage d ou ma question;264;11;False;Autre;Application Engie (bug, indisponibilité);90;"Catégorie : Application Engie (bug, indisponibilité)
Score d'inconfort : 90
Réponse : ""Merci pour votre feedback. Il semble que nous avons mal répondu à votre message. Veuillez contacter notre équipe de service client au +33 4 93 72 36 36 ou par email à [service-client@engie.fr] pour obtenir une réponse personnalisée et vous aider à résoudre votre problème.""";"""Merci pour votre feedback. Il semble que nous avons mal répondu à votre message. Veuillez contacter notre équipe de service client au +33 4 93 72 36 36 ou par email à [service-client@engie.fr] pour obtenir une réponse personnalisée et vous aider à résoudre votre problème.""";Neutre;50;Négatif.
1,77165E+18;AznarPierre2;mr wick 🐕 (pierre);2024-03-23 21:32:53;Et bien sûr en ce moment, je n'ai d'aide de personne ya pas un chèque énergie @ENGIEpartFR , je me fait allumer tout les mois à payer 100 balles ,c'est plus possible c'est trop cher ...;et bien sûr en ce moment je n ai d aide de personne ya pas un chèque énergie engiepartfr je me fait allumer tout les mois à payer 100 balles c est plus possible c est trop cher;176;21;False;Autre;Facturation (montant erroné, prélèvement injustifié);80;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 80
Réponse : ""Nous vous Joinons pour votre dossier de facturation. Vous pouvez nous contacter au 0800 100 200 pour obtenir une aide rapide et personnalisée.""";"""Nous vous Joinons pour votre dossier de facturation. Vous pouvez nous contacter au 0800 100 200 pour obtenir une aide rapide et personnalisée.""";Négatif;0;Négatif
1,77218E+18;AznarPierre2;mr wick 🐕 (pierre);2024-03-25 08:27:04;Comment payé sa la , alors que mon frigo est vide @ENGIEpartFR ? Le prix augmente tout le temps, moi je n'y arrive pas https://t.co/PegqPAGgMc;comment payé sa la alors que mon frigo est vide engiepartfr le prix augmente tout le temps moi je n y arrive pas;112;8;False;Facturation;Facturation (montant erroné, prélèvement injustifié);60;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 60
Réponse : ""Bonjour ! Nous sommes désolés de constater que votre facture est incorrecte. Voudrions vous suggérer de contacter notre service client pour obtenir plus d'informations et résoudre ce problème. Vous pouvez nous contacter au numérique suivant : 0800 XYZ 123, ou par email à [adresse e-mail]. Nous vous remercions de votre patience et de votre confiance.""";"""Bonjour ! Nous sommes désolés de constater que votre facture est incorrecte. Voudrions vous suggérer de contacter notre service client pour obtenir plus d'informations et résoudre ce problème. Vous pouvez nous contacter au numérique suivant : 0800 XYZ 123, ou par email à [adresse e-mail]. Nous vous remercions de votre patience et de votre confiance.""";Négatif;0;Négatif
1,77224E+18;SoLaPuissance;So2;2024-03-25 12:17:29;@ENGIEpartFR qui vous communique des plages horaires d'heures creuses lors de la souscription du contrat élec et quelques mois plus tard se rendre compte qu'elles ne sont pas prises en compte. Réécoutez l'appel et vous verrez bien que vous êtes des escrocs !;engiepartfr qui vous communique des plages horaires d heures creuses lors de la souscription du contrat élec et quelques mois plus tard se rendre compte qu elles ne sont pas prises en compte réécoutez l appel et vous verrez bien que vous êtes des escrocs;254;12;False;Autre;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80

Réponse : Il semble que vous ait connu une expérience désagréable avec Engie. Veuillez nous contacter pour discuter de votre situation et nous fournir plus d'informations pour essayer de trouver une solution à votre problème. Nous nous efforçons de répondre au plus vite possible aux appels des clients.";Nous analysons votre situation.;Neutre;50;Négatif.
1,77224E+18;leamths5;Léa Mathis;2024-03-25 12:46:08;@ENGIEgroup pire fournisseur d’électricité !  4 mois de démarches et ils annulent un contrat alors que je demande juste une mensualisation. \nJe me retrouve sans contrat depuis 2 mois et sans justificatif de domicile ni rien… \n« On vous recontacte dans deux semaines »;engiegroup pire fournisseur d électricité 4 mois de démarches et ils annulent un contrat alors que je demande juste une mensualisation nje me retrouve sans contrat depuis 2 mois et sans justificatif de domicile ni rien n on vous recontacte dans deux semaines;258;12;False;Panne & Urgence;Service client injoignable;90;"Catégorie : Service client injoignable
Score d'inconfort : 90
Réponse : @Utilisateur, nous sommes désolés de vous entendre dire cela et nous allons tout faire pour résoudre votre situation. Vous avez raison que votre demande de modification du contrat était normale. Nous allons recontacter le dossier à l'étape suivante. Il faudra environ 2-3 semaines pour que nous puissions régler ce problème et vous contacter pour discuter des étapes à suivre.";@Utilisateur, nous sommes désolés de vous entendre dire cela et nous allons tout faire pour résoudre votre situation. Vous avez raison que votre demande de modification du contrat était normale. Nous allons recontacter le dossier à l'étape suivante. Il faudra environ 2-3 semaines pour que nous puissions régler ce problème et vous contacter pour discuter des étapes à suivre.;Neutre;50;Négatif.
